127.0.0.1 - - [11/Sep/2022:08:05:38 +0545] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:05:41 +0545] "GET /Bug_Tracking_System/ HTTP/1.1" 200 2668
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:05:41 +0545] "GET /Bug_Tracking_System/loginstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:05:41 +0545] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:09:48 +0545] "GET /Bug_Tracking_System/Login?userid=admin&password=12345&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:09:50 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3741
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:09:54 +0545] "GET /Bug_Tracking_System/AddDepartment.jsp HTTP/1.1" 200 4663
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:10:03 +0545] "GET /Bug_Tracking_System/AddDept?dname=abc&location=jjjjj&login=Add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:10:03 +0545] "GET /Bug_Tracking_System/AddDepartment.jsp?msg=Successfully%20saved HTTP/1.1" 200 4663
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:10:06 +0545] "GET /Bug_Tracking_System/ViewDepartment.jsp HTTP/1.1" 200 5832
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:10:11 +0545] "GET /Bug_Tracking_System/AddDepartment.jsp HTTP/1.1" 200 4663
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:10:16 +0545] "GET /Bug_Tracking_System/AddDept?dname=abc&location=jjj&login=Add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2022:08:10:16 +0545] "GET /Bug_Tracking_System/AddDepartment.jsp?msg=Successfully%20saved HTTP/1.1" 200 4663
